Number of Episodes,Q-Learning,Sarsa,Stddev Q-Learning,Stddev Sarsa
0,9,0,0,0
1,9,0,0,0
2,9,0,0,0
3,9,0,0,0
4,9,0,0,0
5,9,0,0,0
6,9,0,0,0
7,10,0,0,0
8,10,0,0,0
9,10,0,0,0
10,10,0,0,0
11,10,0,0,0
12,10,0,0,0
13,10,0,0,0
14,10,0,0,0
15,25.98,0,0.141421,0
16,9,0,0,0
17,26.58,0,117.238,0
18,16.76,0,54.8715,0
19,996.12,0,105.217,0
20,14.52,0,38.7447,0
21,15.12,0,21.3452,0
22,98.12,0,29.2997,0
23,85.14,0,29.7143,0
24,20.4,0,5.63517,0
25,12.38,0,6.16405,0
26,21.46,0,22.7284,0
27,19.28,0,19.7691,0
28,17.38,0,11.9658,0
29,17.2,0,14.7842,0
30,19.34,0,19.5893,0
31,19.76,0,20.3736,0
32,21,0,24.9178,0
33,17.86,0,23.6315,0
34,16.18,0,19.4335,0
35,14.4,0,15.4087,0
36,16.1,0,19.3351,0
37,14.74,0,17.7048,0
38,13.94,0,12.767,0
39,14.32,0,14.3363,0
40,13.88,0,11.7797,0
41,14.52,0,16.568,0
42,14.74,0,16.6474,0
43,15,0,18.5989,0
44,15.68,0,19.408,0
45,14.36,0,13.4328,0
46,14.2,0,13.7663,0
47,14.48,0,15.336,0
48,14.4,0,14.9216,0
49,14.46,0,15.8915,0
